Car_id,customer_id,Dealer_No ,Date,Price ($)
C_CND_004061,4061,38701-8047,7/19/2022,32001
C_CND_004062,4062,99301-3882,7/19/2022,17000
C_CND_004063,4063,06457-3834,7/19/2022,25000
C_CND_004064,4064,06457-3834,7/19/2022,31000
C_CND_004065,4065,06457-3834,7/19/2022,18000
C_CND_004066,4066,99301-3882,7/20/2022,60001
C_CND_004067,4067,53546-9427,7/20/2022,11000
C_CND_004068,4068,85257-3102,7/20/2022,31000
C_CND_004069,4069,78758-7841,7/20/2022,18000
C_CND_004070,4070,53546-9427,7/20/2022,27000
C_CND_004071,4071,85257-3102,7/20/2022,17000
C_CND_004072,4072,78758-7841,7/20/2022,16000
C_CND_004073,4073,06457-3834,7/20/2022,21900
C_CND_004074,4074,60504-7114,7/20/2022,15000
C_CND_004075,4075,38701-8047,7/20/2022,18000
C_CND_004076,4076,85257-3102,7/20/2022,17000
C_CND_004077,4077,85257-3102,7/20/2022,54000
C_CND_004078,4078,78758-7841,7/20/2022,26100
C_CND_004079,4079,06457-3834,7/20/2022,42000
C_CND_004080,4080,60504-7114,7/20/2022,43000
C_CND_004081,4081,53546-9427,7/20/2022,45001
C_CND_004082,4082,99301-3882,7/20/2022,28000
C_CND_004083,4083,53546-9427,7/20/2022,20000
C_CND_004084,4084,85257-3102,7/20/2022,22500
C_CND_004085,4085,78758-7841,7/20/2022,14000
C_CND_004086,4086,60504-7114,7/20/2022,42500
C_CND_004087,4087,38701-8047,7/20/2022,19000
C_CND_004088,4088,99301-3882,7/20/2022,26000
C_CND_004089,4089,53546-9427,7/20/2022,20000
C_CND_004090,4090,85257-3102,7/20/2022,28000
C_CND_004091,4091,78758-7841,7/20/2022,43000
C_CND_004092,4092,06457-3834,7/20/2022,25000
C_CND_004093,4093,60504-7114,7/20/2022,12000
C_CND_004094,4094,38701-8047,7/20/2022,39000
C_CND_004095,4095,99301-3882,7/20/2022,60750
C_CND_004096,4096,85257-3102,7/20/2022,45001
C_CND_004097,4097,38701-8047,7/20/2022,18000
C_CND_004098,4098,99301-3882,7/20/2022,69000
C_CND_004099,4099,53546-9427,7/20/2022,19000
C_CND_004100,4100,85257-3102,7/20/2022,19000
C_CND_004101,4101,78758-7841,7/20/2022,54000
C_CND_004102,4102,06457-3834,7/20/2022,22000
C_CND_004103,4103,60504-7114,7/20/2022,82000
C_CND_004104,4104,38701-8047,7/20/2022,11500
C_CND_004105,4105,06457-3834,7/20/2022,17001
C_CND_004106,4106,60504-7114,7/20/2022,38000
C_CND_004107,4107,38701-8047,7/20/2022,69000
C_CND_004108,4108,99301-3882,7/20/2022,27000
C_CND_004109,4109,53546-9427,7/20/2022,36000
C_CND_004110,4110,85257-3102,7/20/2022,14000
C_CND_004111,4111,78758-7841,7/20/2022,9000
C_CND_004112,4112,06457-3834,7/20/2022,12000
C_CND_004113,4113,60504-7114,7/20/2022,31000
C_CND_004114,4114,38701-8047,7/20/2022,31000
C_CND_004115,4115,99301-3882,7/20/2022,29000
C_CND_004116,4116,99301-3882,7/23/2022,25000
C_CND_004117,4117,53546-9427,7/23/2022,21500
C_CND_004118,4118,85257-3102,7/23/2022,29001
C_CND_004119,4119,06457-3834,7/23/2022,41000
C_CND_004120,4120,85257-3102,7/23/2022,34001
C_CND_004121,4121,78758-7841,7/23/2022,27000
C_CND_004122,4122,53546-9427,7/23/2022,27200
C_CND_004123,4123,85257-3102,7/23/2022,36000
C_CND_004124,4124,78758-7841,7/23/2022,20000
C_CND_004125,4125,53546-9427,7/23/2022,36000
C_CND_004126,4126,78758-7841,7/23/2022,45101
C_CND_004127,4127,78758-7841,7/23/2022,62000
C_CND_004128,4128,53546-9427,7/23/2022,31000
C_CND_004129,4129,85257-3102,7/23/2022,62000
C_CND_004130,4130,78758-7841,7/23/2022,14000
C_CND_004131,4131,78758-7841,7/24/2022,33000
C_CND_004132,4132,06457-3834,7/24/2022,31000
C_CND_004133,4133,60504-7114,7/24/2022,19501
C_CND_004134,4134,38701-8047,7/24/2022,45001
C_CND_004135,4135,99301-3882,7/24/2022,75350
C_CND_004136,4136,06457-3834,7/24/2022,41000
C_CND_004137,4137,85257-3102,7/24/2022,41000
C_CND_004138,4138,78758-7841,7/24/2022,53500
C_CND_004139,4139,06457-3834,7/24/2022,17500
C_CND_004140,4140,60504-7114,7/24/2022,39000
C_CND_004141,4141,38701-8047,7/24/2022,31000
C_CND_004142,4142,99301-3882,7/24/2022,41500
C_CND_004143,4143,53546-9427,7/24/2022,41001
C_CND_004144,4144,85257-3102,7/24/2022,20000
C_CND_004145,4145,78758-7841,7/24/2022,18000
C_CND_004146,4146,06457-3834,7/24/2022,16000
C_CND_004147,4147,06457-3834,7/24/2022,18000
C_CND_004148,4148,60504-7114,7/24/2022,31000
C_CND_004149,4149,38701-8047,7/24/2022,17000
C_CND_004150,4150,99301-3882,7/24/2022,16000
C_CND_004151,4151,99301-3882,7/25/2022,62000
C_CND_004152,4152,53546-9427,7/25/2022,19000
C_CND_004153,4153,85257-3102,7/25/2022,12300
C_CND_004154,4154,78758-7841,7/25/2022,53000
C_CND_004155,4155,06457-3834,7/25/2022,21001
C_CND_004156,4156,60504-7114,7/25/2022,31000
C_CND_004157,4157,38701-8047,7/25/2022,21000
C_CND_004158,4158,99301-3882,7/25/2022,11000
C_CND_004159,4159,38701-8047,7/25/2022,17000
C_CND_004160,4160,60504-7114,7/25/2022,38500
C_CND_004161,4161,38701-8047,7/25/2022,16000
C_CND_004162,4162,99301-3882,7/25/2022,71000
C_CND_004163,4163,53546-9427,7/25/2022,26000
C_CND_004164,4164,85257-3102,7/25/2022,21000
C_CND_004165,4165,06457-3834,7/25/2022,23000
C_CND_004166,4166,53546-9427,7/25/2022,69000
C_CND_004167,4167,53546-9427,7/25/2022,22000
C_CND_004168,4168,85257-3102,7/25/2022,27000
C_CND_004169,4169,78758-7841,7/25/2022,13000
C_CND_004170,4170,53546-9427,7/25/2022,17000
C_CND_004171,4171,85257-3102,7/25/2022,27000
C_CND_004172,4172,53546-9427,7/25/2022,36200
C_CND_004173,4173,85257-3102,7/25/2022,19000
C_CND_004174,4174,78758-7841,7/25/2022,18000
C_CND_004175,4175,60504-7114,7/25/2022,31000
C_CND_004176,4176,06457-3834,7/25/2022,21001
C_CND_004177,4177,99301-3882,7/25/2022,36000
C_CND_004178,4178,53546-9427,7/25/2022,13000
C_CND_004179,4179,85257-3102,7/25/2022,28000
C_CND_004180,4180,60504-7114,7/25/2022,25001
C_CND_004181,4181,38701-8047,7/25/2022,42001
C_CND_004182,4182,60504-7114,7/25/2022,41001
C_CND_004183,4183,53546-9427,7/25/2022,22000
C_CND_004184,4184,85257-3102,7/25/2022,22000
C_CND_004185,4185,78758-7841,7/25/2022,53000
C_CND_004186,4186,53546-9427,7/25/2022,22500
C_CND_004187,4187,85257-3102,7/25/2022,25000
C_CND_004188,4188,78758-7841,7/25/2022,26500
C_CND_004189,4189,06457-3834,7/25/2022,38000
C_CND_004190,4190,60504-7114,7/25/2022,43500
C_CND_004191,4191,53546-9427,7/26/2022,20000
C_CND_004192,4192,85257-3102,7/26/2022,25000
C_CND_004193,4193,78758-7841,7/26/2022,19000
C_CND_004194,4194,06457-3834,7/26/2022,24001
C_CND_004195,4195,60504-7114,7/26/2022,18500
C_CND_004196,4196,38701-8047,7/26/2022,19000
C_CND_004197,4197,99301-3882,7/26/2022,41000
C_CND_004198,4198,06457-3834,7/26/2022,41000
C_CND_004199,4199,78758-7841,7/26/2022,27500
C_CND_004200,4200,60504-7114,7/26/2022,12800
C_CND_004201,4201,60504-7114,7/26/2022,26000
C_CND_004202,4202,53546-9427,7/26/2022,21000
C_CND_004203,4203,99301-3882,7/26/2022,18000
C_CND_004204,4204,53546-9427,7/26/2022,31700
C_CND_004205,4205,06457-3834,7/26/2022,62000
C_CND_004206,4206,60504-7114,7/26/2022,39050
C_CND_004207,4207,38701-8047,7/26/2022,18000
C_CND_004208,4208,99301-3882,7/26/2022,46000
C_CND_004209,4209,53546-9427,7/26/2022,22401
C_CND_004210,4210,85257-3102,7/26/2022,82001
C_CND_004211,4211,78758-7841,7/26/2022,15001
C_CND_004212,4212,38701-8047,7/26/2022,33000
C_CND_004213,4213,78758-7841,7/26/2022,27001
C_CND_004214,4214,53546-9427,7/26/2022,57000
C_CND_004215,4215,85257-3102,7/26/2022,42000
C_CND_004216,4216,78758-7841,7/26/2022,9000
C_CND_004217,4217,06457-3834,7/26/2022,34500
C_CND_004218,4218,60504-7114,7/26/2022,19000
C_CND_004219,4219,38701-8047,7/26/2022,13000
C_CND_004220,4220,99301-3882,7/26/2022,13000
C_CND_004221,4221,53546-9427,7/26/2022,16000
C_CND_004222,4222,85257-3102,7/26/2022,20000
C_CND_004223,4223,78758-7841,7/26/2022,26000
C_CND_004224,4224,06457-3834,7/26/2022,13000
C_CND_004225,4225,60504-7114,7/26/2022,20000
C_CND_004226,4226,53546-9427,7/27/2022,22000
C_CND_004227,4227,85257-3102,7/27/2022,33000
C_CND_004228,4228,06457-3834,7/27/2022,31501
C_CND_004229,4229,38701-8047,7/27/2022,22000
C_CND_004230,4230,38701-8047,7/27/2022,26500
C_CND_004231,4231,85257-3102,7/30/2022,14500
C_CND_004232,4232,78758-7841,7/30/2022,41000
C_CND_004233,4233,06457-3834,7/30/2022,18000
C_CND_004234,4234,60504-7114,7/30/2022,33000
C_CND_004235,4235,38701-8047,7/30/2022,22000
C_CND_004236,4236,78758-7841,7/30/2022,21000
C_CND_004237,4237,06457-3834,7/30/2022,25000
C_CND_004238,4238,85257-3102,7/30/2022,45000
C_CND_004239,4239,38701-8047,7/30/2022,36000
C_CND_004240,4240,99301-3882,7/30/2022,12500
C_CND_004241,4241,60504-7114,7/30/2022,23000
C_CND_004242,4242,38701-8047,7/30/2022,29000
C_CND_004243,4243,99301-3882,7/30/2022,17450
C_CND_004244,4244,53546-9427,7/30/2022,27001
C_CND_004245,4245,85257-3102,7/30/2022,26501
C_CND_004246,4246,85257-3102,7/30/2022,18001
C_CND_004247,4247,53546-9427,7/30/2022,14000
C_CND_004248,4248,85257-3102,7/30/2022,26000
C_CND_004249,4249,78758-7841,7/30/2022,13000
C_CND_004250,4250,60504-7114,7/30/2022,82001
C_CND_004251,4251,99301-3882,7/30/2022,71000
C_CND_004252,4252,53546-9427,7/30/2022,41900
C_CND_004253,4253,85257-3102,7/30/2022,20000
C_CND_004254,4254,78758-7841,7/30/2022,24000
C_CND_004255,4255,06457-3834,7/30/2022,31000
C_CND_004256,4256,99301-3882,7/31/2022,31000
C_CND_004257,4257,53546-9427,7/31/2022,19000
C_CND_004258,4258,85257-3102,7/31/2022,18000
C_CND_004259,4259,78758-7841,7/31/2022,69000
C_CND_004260,4260,53546-9427,7/31/2022,19000
C_CND_004261,4261,53546-9427,7/31/2022,21000
C_CND_004262,4262,85257-3102,7/31/2022,17000
C_CND_004263,4263,99301-3882,7/31/2022,12000
C_CND_004264,4264,60504-7114,7/31/2022,14800
C_CND_004265,4265,38701-8047,7/31/2022,41000
C_CND_004266,4266,78758-7841,7/31/2022,21000
C_CND_004267,4267,06457-3834,7/31/2022,41000
C_CND_004268,4268,60504-7114,7/31/2022,12200
C_CND_004269,4269,38701-8047,7/31/2022,22000
C_CND_004270,4270,99301-3882,7/31/2022,21001
C_CND_004271,4271,60504-7114,7/31/2022,22500
C_CND_004272,4272,38701-8047,7/31/2022,29000
C_CND_004273,4273,99301-3882,7/31/2022,19000
C_CND_004274,4274,53546-9427,7/31/2022,71000
C_CND_004275,4275,85257-3102,7/31/2022,29250
C_CND_004276,4276,60504-7114,7/31/2022,20000
C_CND_004277,4277,38701-8047,7/31/2022,18000
C_CND_004278,4278,99301-3882,7/31/2022,53000
C_CND_004279,4279,53546-9427,7/31/2022,27500
C_CND_004280,4280,85257-3102,7/31/2022,19000
C_CND_004281,4281,85257-3102,8/1/2022,19500
C_CND_004282,4282,78758-7841,8/1/2022,54000
C_CND_004283,4283,99301-3882,8/1/2022,45000
C_CND_004284,4284,53546-9427,8/1/2022,22000
C_CND_004285,4285,53546-9427,8/1/2022,45350
C_CND_004286,4286,85257-3102,8/1/2022,71000
C_CND_004287,4287,78758-7841,8/1/2022,39000
C_CND_004288,4288,06457-3834,8/1/2022,19000
C_CND_004289,4289,78758-7841,8/1/2022,19000
C_CND_004290,4290,06457-3834,8/1/2022,32600
C_CND_004291,4291,06457-3834,8/2/2022,22000
C_CND_004292,4292,60504-7114,8/2/2022,82000
C_CND_004293,4293,38701-8047,8/2/2022,11000
C_CND_004294,4294,99301-3882,8/2/2022,11000
C_CND_004295,4295,53546-9427,8/2/2022,36000
C_CND_004296,4296,85257-3102,8/2/2022,16000
C_CND_004297,4297,78758-7841,8/2/2022,62000
C_CND_004298,4298,85257-3102,8/2/2022,25000
C_CND_004299,4299,78758-7841,8/2/2022,12000
C_CND_004300,4300,06457-3834,8/2/2022,26000
C_CND_004301,4301,60504-7114,8/2/2022,42800
C_CND_004302,4302,06457-3834,8/2/2022,82000
C_CND_004303,4303,78758-7841,8/2/2022,17000
C_CND_004304,4304,06457-3834,8/2/2022,15001
C_CND_004305,4305,78758-7841,8/2/2022,13500
C_CND_004306,4306,06457-3834,8/2/2022,25000
C_CND_004307,4307,60504-7114,8/2/2022,22000
C_CND_004308,4308,38701-8047,8/2/2022,19000
C_CND_004309,4309,99301-3882,8/2/2022,27000
C_CND_004310,4310,53546-9427,8/2/2022,18000
C_CND_004311,4311,85257-3102,8/2/2022,75000
C_CND_004312,4312,60504-7114,8/2/2022,33000
C_CND_004313,4313,38701-8047,8/2/2022,18500
C_CND_004314,4314,99301-3882,8/2/2022,24000
C_CND_004315,4315,53546-9427,8/2/2022,36000
C_CND_004316,4316,85257-3102,8/2/2022,10000
C_CND_004317,4317,78758-7841,8/2/2022,29000
C_CND_004318,4318,53546-9427,8/2/2022,41000
C_CND_004319,4319,60504-7114,8/2/2022,36000
C_CND_004320,4320,38701-8047,8/2/2022,17000
C_CND_004321,4321,99301-3882,8/2/2022,75000
C_CND_004322,4322,53546-9427,8/2/2022,24000
C_CND_004323,4323,85257-3102,8/2/2022,27000
C_CND_004324,4324,78758-7841,8/2/2022,21000
C_CND_004325,4325,06457-3834,8/2/2022,18000
C_CND_004326,4326,06457-3834,8/5/2022,45000
C_CND_004327,4327,60504-7114,8/5/2022,20000
C_CND_004328,4328,38701-8047,8/5/2022,18000
C_CND_004329,4329,99301-3882,8/5/2022,16000
C_CND_004330,4330,85257-3102,8/5/2022,19000
C_CND_004331,4331,78758-7841,8/5/2022,26000
C_CND_004332,4332,06457-3834,8/5/2022,20000
C_CND_004333,4333,60504-7114,8/5/2022,28000
C_CND_004334,4334,78758-7841,8/5/2022,71000
C_CND_004335,4335,06457-3834,8/5/2022,61100
C_CND_004336,4336,60504-7114,8/5/2022,21000
C_CND_004337,4337,38701-8047,8/5/2022,19000
C_CND_004338,4338,85257-3102,8/5/2022,42000
C_CND_004339,4339,78758-7841,8/5/2022,20000
C_CND_004340,4340,06457-3834,8/5/2022,82000
C_CND_004341,4341,60504-7114,8/5/2022,17000
C_CND_004342,4342,60504-7114,8/5/2022,45000
C_CND_004343,4343,38701-8047,8/5/2022,22000
C_CND_004344,4344,99301-3882,8/5/2022,18000
C_CND_004345,4345,53546-9427,8/5/2022,22600
C_CND_004346,4346,53546-9427,8/6/2022,31000
C_CND_004347,4347,85257-3102,8/6/2022,21500
C_CND_004348,4348,78758-7841,8/6/2022,36000
C_CND_004349,4349,06457-3834,8/6/2022,13000
C_CND_004350,4350,60504-7114,8/6/2022,28000
C_CND_004351,4351,38701-8047,8/6/2022,43000
C_CND_004352,4352,99301-3882,8/6/2022,25000
C_CND_004353,4353,53546-9427,8/6/2022,12000
C_CND_004354,4354,85257-3102,8/6/2022,39000
C_CND_004355,4355,78758-7841,8/6/2022,60000
C_CND_004356,4356,99301-3882,8/6/2022,12001
C_CND_004357,4357,53546-9427,8/6/2022,29000
C_CND_004358,4358,85257-3102,8/6/2022,42000
C_CND_004359,4359,78758-7841,8/6/2022,19600
C_CND_004360,4360,53546-9427,8/6/2022,14000
C_CND_004361,4361,38701-8047,8/6/2022,27000
C_CND_004362,4362,99301-3882,8/6/2022,34000
C_CND_004363,4363,53546-9427,8/6/2022,17000
C_CND_004364,4364,85257-3102,8/6/2022,42000
C_CND_004365,4365,78758-7841,8/6/2022,14000
C_CND_004366,4366,85257-3102,8/6/2022,28000
C_CND_004367,4367,78758-7841,8/6/2022,26000
C_CND_004368,4368,53546-9427,8/6/2022,28000
C_CND_004369,4369,85257-3102,8/6/2022,9000
C_CND_004370,4370,78758-7841,8/6/2022,19000
C_CND_004371,4371,38701-8047,8/7/2022,22000
C_CND_004372,4372,99301-3882,8/7/2022,22000
C_CND_004373,4373,53546-9427,8/7/2022,29000
C_CND_004374,4374,85257-3102,8/7/2022,33000
C_CND_004375,4375,78758-7841,8/7/2022,24000
C_CND_004376,4376,06457-3834,8/7/2022,57000
C_CND_004377,4377,60504-7114,8/7/2022,42000
C_CND_004378,4378,38701-8047,8/7/2022,9500
C_CND_004379,4379,53546-9427,8/7/2022,27000
C_CND_004380,4380,85257-3102,8/7/2022,36000
C_CND_004381,4381,78758-7841,8/7/2022,20500
C_CND_004382,4382,06457-3834,8/7/2022,17000
C_CND_004383,4383,60504-7114,8/7/2022,39000
C_CND_004384,4384,38701-8047,8/7/2022,31000
C_CND_004385,4385,06457-3834,8/7/2022,39000
C_CND_004386,4386,53546-9427,8/7/2022,22000
C_CND_004387,4387,85257-3102,8/7/2022,24000
C_CND_004388,4388,78758-7841,8/7/2022,44500
C_CND_004389,4389,06457-3834,8/7/2022,31000
C_CND_004390,4390,60504-7114,8/7/2022,46000
C_CND_004391,4391,38701-8047,8/7/2022,22000
C_CND_004392,4392,99301-3882,8/7/2022,26700
C_CND_004393,4393,53546-9427,8/7/2022,27000
C_CND_004394,4394,85257-3102,8/7/2022,44000
C_CND_004395,4395,06457-3834,8/7/2022,21500
C_CND_004396,4396,60504-7114,8/7/2022,18000
C_CND_004397,4397,38701-8047,8/7/2022,10000
C_CND_004398,4398,06457-3834,8/7/2022,27001
C_CND_004399,4399,53546-9427,8/7/2022,12500
C_CND_004400,4400,85257-3102,8/7/2022,39000
C_CND_004401,4401,78758-7841,8/7/2022,22000
C_CND_004402,4402,38701-8047,8/7/2022,21001
C_CND_004403,4403,06457-3834,8/7/2022,22000
C_CND_004404,4404,60504-7114,8/7/2022,22000
C_CND_004405,4405,38701-8047,8/7/2022,42000
C_CND_004406,4406,99301-3882,8/7/2022,43000
C_CND_004407,4407,53546-9427,8/7/2022,22000
C_CND_004408,4408,85257-3102,8/7/2022,45000
C_CND_004409,4409,78758-7841,8/7/2022,34000
C_CND_004410,4410,06457-3834,8/7/2022,19000
C_CND_004411,4411,99301-3882,8/8/2022,34000
C_CND_004412,4412,53546-9427,8/8/2022,19000
C_CND_004413,4413,85257-3102,8/8/2022,22000
C_CND_004414,4414,78758-7841,8/8/2022,22000
C_CND_004415,4415,06457-3834,8/8/2022,14000
C_CND_004416,4416,60504-7114,8/8/2022,26000
C_CND_004417,4417,38701-8047,8/8/2022,13001
C_CND_004418,4418,99301-3882,8/8/2022,26001
C_CND_004419,4419,53546-9427,8/8/2022,22001
C_CND_004420,4420,85257-3102,8/8/2022,29001
C_CND_004421,4421,85257-3102,8/8/2022,27000
C_CND_004422,4422,78758-7841,8/8/2022,13000
C_CND_004423,4423,06457-3834,8/8/2022,17000
C_CND_004424,4424,60504-7114,8/8/2022,24000
C_CND_004425,4425,38701-8047,8/8/2022,36000
C_CND_004426,4426,99301-3882,8/8/2022,19050
C_CND_004427,4427,53546-9427,8/8/2022,18000
C_CND_004428,4428,85257-3102,8/8/2022,62000
C_CND_004429,4429,78758-7841,8/8/2022,39000
C_CND_004430,4430,38701-8047,8/8/2022,24900
C_CND_004431,4431,78758-7841,8/8/2022,19000
C_CND_004432,4432,06457-3834,8/8/2022,53000
C_CND_004433,4433,60504-7114,8/8/2022,45100
C_CND_004434,4434,38701-8047,8/8/2022,20000
C_CND_004435,4435,99301-3882,8/8/2022,19000
C_CND_004436,4436,53546-9427,8/8/2022,14500
C_CND_004437,4437,85257-3102,8/8/2022,12001
C_CND_004438,4438,78758-7841,8/8/2022,26501
C_CND_004439,4439,06457-3834,8/8/2022,22001
C_CND_004440,4440,60504-7114,8/8/2022,57001
C_CND_004441,4441,78758-7841,8/8/2022,21881
C_CND_004442,4442,06457-3834,8/8/2022,45001
C_CND_004443,4443,99301-3882,8/8/2022,17000
C_CND_004444,4444,06457-3834,8/8/2022,61001
C_CND_004445,4445,85257-3102,8/8/2022,21000
C_CND_004446,4446,78758-7841,8/8/2022,14000
C_CND_004447,4447,06457-3834,8/8/2022,19000
C_CND_004448,4448,99301-3882,8/8/2022,53001
C_CND_004449,4449,38701-8047,8/8/2022,69000
C_CND_004450,4450,99301-3882,8/8/2022,21000
C_CND_004451,4451,60504-7114,8/8/2022,42000
C_CND_004452,4452,38701-8047,8/8/2022,26000
C_CND_004453,4453,99301-3882,8/8/2022,51000
C_CND_004454,4454,53546-9427,8/8/2022,22000
C_CND_004455,4455,85257-3102,8/8/2022,42000
C_CND_004456,4456,78758-7841,8/8/2022,69000
C_CND_004457,4457,06457-3834,8/8/2022,26000
C_CND_004458,4458,60504-7114,8/8/2022,61000
C_CND_004459,4459,38701-8047,8/8/2022,32000
C_CND_004460,4460,99301-3882,8/8/2022,31000
C_CND_004461,4461,78758-7841,8/9/2022,19001
C_CND_004462,4462,53546-9427,8/9/2022,71001
C_CND_004463,4463,85257-3102,8/9/2022,29001
C_CND_004464,4464,78758-7841,8/9/2022,39001
C_CND_004465,4465,06457-3834,8/9/2022,19001
C_CND_004466,4466,60504-7114,8/9/2022,33001
C_CND_004467,4467,38701-8047,8/9/2022,18001
C_CND_004468,4468,99301-3882,8/9/2022,24001
C_CND_004469,4469,53546-9427,8/9/2022,36001
C_CND_004470,4470,85257-3102,8/9/2022,10701
C_CND_004471,4471,78758-7841,8/9/2022,29001
C_CND_004472,4472,06457-3834,8/9/2022,41001
C_CND_004473,4473,60504-7114,8/9/2022,42001
C_CND_004474,4474,38701-8047,8/9/2022,20001
C_CND_004475,4475,99301-3882,8/9/2022,82001
C_CND_004476,4476,53546-9427,8/9/2022,17001
C_CND_004477,4477,85257-3102,8/9/2022,27001
C_CND_004478,4478,60504-7114,8/9/2022,46000
C_CND_004479,4479,38701-8047,8/9/2022,22000
C_CND_004480,4480,99301-3882,8/9/2022,27000
C_CND_004481,4481,53546-9427,8/9/2022,15500
C_CND_004482,4482,85257-3102,8/9/2022,31000
C_CND_004483,4483,78758-7841,8/9/2022,23000
C_CND_004484,4484,06457-3834,8/9/2022,29500
C_CND_004485,4485,60504-7114,8/9/2022,17000
C_CND_004486,4486,53546-9427,8/9/2022,49000
C_CND_004487,4487,99301-3882,8/9/2022,26000
C_CND_004488,4488,78758-7841,8/9/2022,53000
C_CND_004489,4489,85257-3102,8/9/2022,41000
C_CND_004490,4490,78758-7841,8/9/2022,12750
C_CND_004491,4491,06457-3834,8/9/2022,22000
C_CND_004492,4492,53546-9427,8/9/2022,61501
C_CND_004493,4493,60504-7114,8/9/2022,22000
C_CND_004494,4494,99301-3882,8/9/2022,71000
C_CND_004495,4495,38701-8047,8/9/2022,15251
C_CND_004496,4496,99301-3882,8/9/2022,39200
C_CND_004497,4497,53546-9427,8/9/2022,25000
C_CND_004498,4498,85257-3102,8/9/2022,22001
C_CND_004499,4499,78758-7841,8/9/2022,12001
C_CND_004500,4500,06457-3834,8/9/2022,14001
C_CND_004501,4501,60504-7114,8/9/2022,27000
C_CND_004502,4502,38701-8047,8/9/2022,41000
C_CND_004503,4503,99301-3882,8/9/2022,31000
C_CND_004504,4504,53546-9427,8/9/2022,12000
C_CND_004505,4505,85257-3102,8/9/2022,25000
C_CND_004506,4506,78758-7841,8/9/2022,22000
C_CND_004507,4507,06457-3834,8/9/2022,19100
C_CND_004508,4508,60504-7114,8/9/2022,61001
C_CND_004509,4509,38701-8047,8/9/2022,53101
C_CND_004510,4510,99301-3882,8/9/2022,17001
C_CND_004511,4511,53546-9427,8/9/2022,16001
C_CND_004512,4512,53546-9427,8/9/2022,14100
C_CND_004513,4513,85257-3102,8/9/2022,38000
C_CND_004514,4514,78758-7841,8/9/2022,32500
C_CND_004515,4515,06457-3834,8/9/2022,22500
C_CND_004516,4516,60504-7114,8/9/2022,19000
C_CND_004517,4517,38701-8047,8/9/2022,31000
C_CND_004518,4518,99301-3882,8/9/2022,21000
C_CND_004519,4519,38701-8047,8/9/2022,26001
C_CND_004520,4520,53546-9427,8/9/2022,57001
C_CND_004521,4521,78758-7841,8/9/2022,26000
C_CND_004522,4522,60504-7114,8/9/2022,22501
C_CND_004523,4523,78758-7841,8/9/2022,22001
C_CND_004524,4524,06457-3834,8/9/2022,19001
C_CND_004525,4525,06457-3834,8/9/2022,42000
C_CND_004526,4526,60504-7114,8/9/2022,29000
C_CND_004527,4527,38701-8047,8/9/2022,34000
C_CND_004528,4528,99301-3882,8/9/2022,22000
C_CND_004529,4529,53546-9427,8/9/2022,13000
C_CND_004530,4530,85257-3102,8/9/2022,69000
C_CND_004531,4531,78758-7841,8/9/2022,21000
C_CND_004532,4532,06457-3834,8/9/2022,18500
C_CND_004533,4533,60504-7114,8/9/2022,28000
C_CND_004534,4534,38701-8047,8/9/2022,26000
C_CND_004535,4535,99301-3882,8/9/2022,20000
C_CND_004536,4536,53546-9427,8/9/2022,35500
C_CND_004537,4537,85257-3102,8/9/2022,45000
C_CND_004538,4538,78758-7841,8/9/2022,19000
C_CND_004539,4539,06457-3834,8/9/2022,33000
C_CND_004540,4540,60504-7114,8/9/2022,12000
C_CND_004541,4541,38701-8047,8/9/2022,25100
C_CND_004542,4542,99301-3882,8/9/2022,45800
C_CND_004543,4543,53546-9427,8/9/2022,22400
C_CND_004544,4544,85257-3102,8/9/2022,71000
C_CND_004545,4545,78758-7841,8/9/2022,43500
C_CND_004546,4546,78758-7841,8/10/2022,34501
C_CND_004547,4547,06457-3834,8/10/2022,17001
C_CND_004548,4548,60504-7114,8/10/2022,42001
C_CND_004549,4549,38701-8047,8/10/2022,14001
C_CND_004550,4550,99301-3882,8/10/2022,21000
C_CND_004551,4551,53546-9427,8/10/2022,18000
C_CND_004552,4552,85257-3102,8/10/2022,10000
C_CND_004553,4553,53546-9427,8/10/2022,13000
C_CND_004554,4554,85257-3102,8/10/2022,25000
C_CND_004555,4555,78758-7841,8/10/2022,22000
C_CND_004556,4556,53546-9427,8/10/2022,19000
C_CND_004557,4557,85257-3102,8/10/2022,27000
C_CND_004558,4558,78758-7841,8/10/2022,18000
C_CND_004559,4559,06457-3834,8/10/2022,75000
C_CND_004560,4560,85257-3102,8/10/2022,18501
C_CND_004561,4561,78758-7841,8/10/2022,18550
C_CND_004562,4562,53546-9427,8/10/2022,19000
C_CND_004563,4563,85257-3102,8/10/2022,19000
C_CND_004564,4564,78758-7841,8/10/2022,25600
C_CND_004565,4565,06457-3834,8/10/2022,22000
C_CND_004566,4566,60504-7114,8/10/2022,33000
C_CND_004567,4567,53546-9427,8/10/2022,31000
C_CND_004568,4568,85257-3102,8/10/2022,10000
C_CND_004569,4569,78758-7841,8/10/2022,17000
C_CND_004570,4570,06457-3834,8/10/2022,31000
C_CND_004571,4571,60504-7114,8/10/2022,61001
C_CND_004572,4572,38701-8047,8/10/2022,26000
C_CND_004573,4573,99301-3882,8/10/2022,36500
C_CND_004574,4574,53546-9427,8/10/2022,39000
C_CND_004575,4575,85257-3102,8/10/2022,15000
C_CND_004576,4576,78758-7841,8/10/2022,25000
C_CND_004577,4577,06457-3834,8/10/2022,31000
